customerID,Cluster,SegmentName
7394-FKDNK,3,Medium-High Spenders
9488-FVZCC,1,High Spenders
6331-LWDTQ,3,Medium-High Spenders
5995-WWKKG,2,Medium-Low Spenders
1597-FZREH,3,Medium-High Spenders
7879-CGSFV,1,High Spenders
9921-EZKBY,3,Medium-High Spenders
7432-FFVAR,1,High Spenders
7246-ZGQDF,0,Low Spenders
7000-WCEVQ,3,Medium-High Spenders
0727-IWKVK,3,Medium-High Spenders
5959-BELXA,3,Medium-High Spenders
4456-RHSNB,0,Low Spenders
3512-IZIKN,1,High Spenders
2481-SBOYW,2,Medium-Low Spenders
7109-MFBYV,0,Low Spenders
1833-TCXKK,1,High Spenders
1832-PEUTS,1,High Spenders
6141-OOXUQ,0,Low Spenders
8660-BUETV,0,Low Spenders
0580-PIQHM,1,High Spenders
5696-CEIQJ,1,High Spenders
7503-ZGUZJ,3,Medium-High Spenders
1696-HXOWK,1,High Spenders
3026-ATZYV,3,Medium-High Spenders
4012-YCFAI,2,Medium-Low Spenders
2506-TNFCO,3,Medium-High Spenders
9970-QBCDA,0,Low Spenders
8718-PTMEZ,0,Low Spenders
9496-IVVRP,0,Low Spenders
2207-OBZNX,0,Low Spenders
2657-VPXTA,3,Medium-High Spenders
6551-VLJMV,0,Low Spenders
1221-GHZEP,1,High Spenders
9289-LBQVU,1,High Spenders
6142-VSJQO,0,Low Spenders
3458-IDMFK,0,Low Spenders
6933-FHBZC,3,Medium-High Spenders
0221-NAUXK,0,Low Spenders
9770-KXGQU,1,High Spenders
6437-UKHMV,3,Medium-High Spenders
6538-POCHL,3,Medium-High Spenders
6726-NNFWD,1,High Spenders
3002-WQZWT,3,Medium-High Spenders
4277-UDIEF,3,Medium-High Spenders
1208-NBVFH,0,Low Spenders
4912-PIGUY,3,Medium-High Spenders
1114-CENIM,2,Medium-Low Spenders
6060-DRTNL,3,Medium-High Spenders
2725-TTRIQ,1,High Spenders
3374-TTZTK,1,High Spenders
8990-ZXLSU,3,Medium-High Spenders
2275-RBYQS,0,Low Spenders
8473-VUVJN,3,Medium-High Spenders
6289-CPNLD,3,Medium-High Spenders
5536-SLHPM,1,High Spenders
4419-UJMUS,1,High Spenders
7794-JASDG,0,Low Spenders
7609-YBPXG,1,High Spenders
5519-TEEUH,0,Low Spenders
7856-GANIL,1,High Spenders
0804-XBFBV,0,Low Spenders
2676-OXPPQ,0,Low Spenders
3703-TTEPD,3,Medium-High Spenders
2799-TSLAG,2,Medium-Low Spenders
0196-VULGZ,3,Medium-High Spenders
8837-VVWLQ,3,Medium-High Spenders
2696-NARTR,3,Medium-High Spenders
2208-NKVVH,2,Medium-Low Spenders
7614-QVWQL,2,Medium-Low Spenders
1976-CFOCS,0,Low Spenders
4631-OACRM,3,Medium-High Spenders
7139-JZFVG,2,Medium-Low Spenders
4987-GQWPO,0,Low Spenders
3755-JBMNH,3,Medium-High Spenders
1757-TCATG,2,Medium-Low Spenders
6345-ULYRW,1,High Spenders
4776-XSKYQ,0,Low Spenders
8048-DSDFQ,0,Low Spenders
5753-QQWPW,3,Medium-High Spenders
6010-DDPPW,2,Medium-Low Spenders
1809-DMJHQ,0,Low Spenders
6693-FRIRW,3,Medium-High Spenders
6586-MYGKD,1,High Spenders
3173-NVMPX,0,Low Spenders
0248-PGHBZ,1,High Spenders
0623-GDISB,0,Low Spenders
2892-GESUL,0,Low Spenders
6923-EFPNL,0,Low Spenders
7472-EQOAV,1,High Spenders
9574-RKJIF,3,Medium-High Spenders
2043-WVTQJ,0,Low Spenders
8034-RYTVV,1,High Spenders
3863-QSTYI,1,High Spenders
2619-WFQWU,3,Medium-High Spenders
5044-LRQAQ,3,Medium-High Spenders
1716-LSAMB,2,Medium-Low Spenders
1333-PBMXB,2,Medium-Low Spenders
6546-OPBBH,2,Medium-Low Spenders
5985-BEHZK,1,High Spenders
9127-QRZMH,2,Medium-Low Spenders
5919-VCZYM,0,Low Spenders
9644-KVCNC,1,High Spenders
2137-DQMEV,2,Medium-Low Spenders
8174-LNWMW,0,Low Spenders
9279-CJEOJ,3,Medium-High Spenders
7964-VEXDG,3,Medium-High Spenders
2404-JIBFC,1,High Spenders
0778-NELLA,0,Low Spenders
8029-XYPWT,1,High Spenders
4614-NUVZD,3,Medium-High Spenders
4632-PAOYU,0,Low Spenders
3803-KMQFW,0,Low Spenders
6804-GDMOI,1,High Spenders
2990-OGYTD,1,High Spenders
6646-JPPHA,3,Medium-High Spenders
9572-MTILT,1,High Spenders
7658-UYUQS,3,Medium-High Spenders
7880-XSOJX,0,Low Spenders
9611-CTWIH,3,Medium-High Spenders
4589-IUAJB,2,Medium-Low Spenders
0329-GTIAJ,3,Medium-High Spenders
8746-BFOAJ,0,Low Spenders
8457-XIGKN,0,Low Spenders
6072-NUQCB,0,Low Spenders
6629-CZTTH,0,Low Spenders
8838-GPHZP,2,Medium-Low Spenders
8750-QWZAJ,2,Medium-Low Spenders
5364-EVNIB,3,Medium-High Spenders
6918-UMQCG,3,Medium-High Spenders
0675-NCDYU,1,High Spenders
6339-DKLMK,0,Low Spenders
1346-PJWTK,1,High Spenders
5088-QZLRL,0,Low Spenders
8023-QHAIO,1,High Spenders
4397-FRLTA,0,Low Spenders
3057-VJJQE,2,Medium-Low Spenders
5087-SUURX,0,Low Spenders
2302-OUZXB,1,High Spenders
8133-ANHHJ,1,High Spenders
2270-CHBFN,1,High Spenders
0013-EXCHZ,3,Medium-High Spenders
5982-FPVQN,1,High Spenders
9107-UKCKY,1,High Spenders
4654-ULTTN,1,High Spenders
5550-VFRLC,3,Medium-High Spenders
5546-BYZSM,2,Medium-Low Spenders
1492-KGETH,1,High Spenders
4929-BSTRX,0,Low Spenders
4163-HFTUK,2,Medium-Low Spenders
8215-NGSPE,2,Medium-Low Spenders
2225-ZRGSG,1,High Spenders
8859-YSTWS,2,Medium-Low Spenders
5271-YNWVR,1,High Spenders
7601-DHFWZ,2,Medium-Low Spenders
2657-ALMWY,3,Medium-High Spenders
6330-JKLPC,3,Medium-High Spenders
4667-OHGKG,0,Low Spenders
1998-VHJHK,0,Low Spenders
1707-HABPF,1,High Spenders
1660-HSOOQ,0,Low Spenders
7253-UVNDW,2,Medium-Low Spenders
0487-VVUVK,0,Low Spenders
7228-OMTPN,3,Medium-High Spenders
5063-IUOKK,0,Low Spenders
4508-OEBEY,3,Medium-High Spenders
0027-KWYKW,3,Medium-High Spenders
2308-STERM,0,Low Spenders
5982-XMDEX,2,Medium-Low Spenders
6284-AHOOQ,3,Medium-High Spenders
6051-PTVNS,2,Medium-Low Spenders
2344-JMOGN,3,Medium-High Spenders
3799-ISUZQ,3,Medium-High Spenders
2877-VDUER,2,Medium-Low Spenders
9152-AMKAK,3,Medium-High Spenders
1794-HBQTJ,0,Low Spenders
9432-VOFYX,3,Medium-High Spenders
8049-WJCLQ,3,Medium-High Spenders
6586-PSJOX,0,Low Spenders
2460-FPSYH,2,Medium-Low Spenders
9705-ZJBCG,0,Low Spenders
4818-DRBQT,3,Medium-High Spenders
1320-HTRDR,3,Medium-High Spenders
6847-KJLTS,1,High Spenders
9670-BPNXF,2,Medium-Low Spenders
3913-FCUUW,1,High Spenders
3301-VKTGC,1,High Spenders
1493-AMTIE,0,Low Spenders
9555-SAHUZ,2,Medium-Low Spenders
0816-TSPHQ,0,Low Spenders
9932-WBWIK,0,Low Spenders
4619-EVPHY,3,Medium-High Spenders
5286-YHCVC,1,High Spenders
6424-ELEYH,3,Medium-High Spenders
4391-RESHN,3,Medium-High Spenders
9115-YQHGA,2,Medium-Low Spenders
4462-CYWMH,1,High Spenders
8963-MQVYN,0,Low Spenders
2458-EOMRE,3,Medium-High Spenders
9334-GWGOW,3,Medium-High Spenders
6821-BUXUX,3,Medium-High Spenders
5028-HTLJB,0,Low Spenders
9801-GDWGV,1,High Spenders
6542-LWGXJ,0,Low Spenders
5567-GZKQY,2,Medium-Low Spenders
1222-LRYKO,0,Low Spenders
2320-JRSDE,0,Low Spenders
2087-QAREY,3,Medium-High Spenders
0601-WZHJF,0,Low Spenders
4423-JWZJN,1,High Spenders
5143-WMWOG,0,Low Spenders
6490-FGZAT,0,Low Spenders
5393-RXQSZ,3,Medium-High Spenders
7452-FOLON,2,Medium-Low Spenders
2320-TZRRH,0,Low Spenders
0231-LXVAP,3,Medium-High Spenders
9444-JTXHZ,3,Medium-High Spenders
4942-VZZOM,1,High Spenders
5510-BOIUJ,0,Low Spenders
7502-BNYGS,2,Medium-Low Spenders
4291-HYEBC,0,Low Spenders
6147-CBCRA,0,Low Spenders
6047-SUHPR,2,Medium-Low Spenders
4471-KXAUH,1,High Spenders
9752-ZNQUT,0,Low Spenders
7638-QVMVY,3,Medium-High Spenders
1576-PFZIW,1,High Spenders
5666-MBJPT,2,Medium-Low Spenders
7312-XSBAT,0,Low Spenders
3096-GKWEB,3,Medium-High Spenders
2371-JQHZZ,3,Medium-High Spenders
0674-GCDXG,1,High Spenders
1121-QSIVB,1,High Spenders
4396-KLSEH,0,Low Spenders
3244-DCJWY,3,Medium-High Spenders
2824-MYYBN,1,High Spenders
0875-CABNR,3,Medium-High Spenders
6345-HOVES,2,Medium-Low Spenders
8318-LCNBW,2,Medium-Low Spenders
6469-QJKZW,0,Low Spenders
0147-ESWWR,1,High Spenders
1217-VASWC,1,High Spenders
7812-FZHPE,0,Low Spenders
6370-ZVHDV,2,Medium-Low Spenders
5915-DGNVC,1,High Spenders
6260-XLACS,0,Low Spenders
3566-CAAYU,2,Medium-Low Spenders
4983-CCWMC,3,Medium-High Spenders
9103-CXVOK,0,Low Spenders
2896-TBNBE,3,Medium-High Spenders
4797-AXPXK,0,Low Spenders
5229-PRWKT,3,Medium-High Spenders
6982-UQZLY,0,Low Spenders
2522-WLNSF,3,Medium-High Spenders
3841-CONLJ,0,Low Spenders
5057-LCOUI,2,Medium-Low Spenders
0193-ESZXP,1,High Spenders
4475-NVTLU,2,Medium-Low Spenders
4369-HTUIF,3,Medium-High Spenders
9386-LDCZR,1,High Spenders
9585-KKMFD,2,Medium-Low Spenders
5399-ZIMKF,3,Medium-High Spenders
0336-KXKFK,1,High Spenders
5619-XZZKR,0,Low Spenders
3948-FVVRP,0,Low Spenders
5327-XOKKY,1,High Spenders
0983-TATYJ,2,Medium-Low Spenders
1813-JYWTO,1,High Spenders
0156-FVPTA,3,Medium-High Spenders
1984-FCOWB,1,High Spenders
0654-HMSHN,3,Medium-High Spenders
6719-OXYBR,3,Medium-High Spenders
3312-ZWLGF,3,Medium-High Spenders
6476-YHMGA,3,Medium-High Spenders
5287-QWLKY,1,High Spenders
0795-XCCTE,2,Medium-Low Spenders
0168-XZKBB,3,Medium-High Spenders
3785-NRHYR,0,Low Spenders
5196-SGOAK,3,Medium-High Spenders
4537-DKTAL,0,Low Spenders
7072-MBHEV,3,Medium-High Spenders
5602-BVFMK,0,Low Spenders
6297-NOOPG,1,High Spenders
1891-UAWWU,3,Medium-High Spenders
8204-TIFGJ,0,Low Spenders
8050-DVOJX,1,High Spenders
6108-OQZDQ,3,Medium-High Spenders
0363-QJVFX,3,Medium-High Spenders
8903-XEBGX,0,Low Spenders
8169-SAEJD,2,Medium-Low Spenders
9840-DVNDC,3,Medium-High Spenders
1089-XZWHH,0,Low Spenders
2325-WINES,3,Medium-High Spenders
6064-ZATLR,3,Medium-High Spenders
3096-JRDSO,3,Medium-High Spenders
7824-PANSQ,1,High Spenders
8042-JVNFH,3,Medium-High Spenders
9648-BCHKM,0,Low Spenders
2888-ADFAO,2,Medium-Low Spenders
8707-HOEDG,1,High Spenders
3374-LXDEV,3,Medium-High Spenders
4072-IPYLT,2,Medium-Low Spenders
7167-PCEYD,2,Medium-Low Spenders
4936-YPJNK,0,Low Spenders
1580-BMCMR,3,Medium-High Spenders
4817-KEQSP,2,Medium-Low Spenders
6408-WHTEF,1,High Spenders
9251-AWQGT,2,Medium-Low Spenders
8749-CLJXC,0,Low Spenders
7989-VCQOH,3,Medium-High Spenders
5049-GLYVG,0,Low Spenders
4199-QHJNM,1,High Spenders
8882-TLVRW,2,Medium-Low Spenders
5883-GTGVD,3,Medium-High Spenders
5135-GRQJV,1,High Spenders
2384-OVPSA,2,Medium-Low Spenders
1371-WEPDS,2,Medium-Low Spenders
3580-GICBM,2,Medium-Low Spenders
4817-QRJSX,3,Medium-High Spenders
9730-DRTMJ,3,Medium-High Spenders
4686-UXDML,3,Medium-High Spenders
3349-ANQNH,1,High Spenders
2398-YPMUR,3,Medium-High Spenders
0932-YIXYU,2,Medium-Low Spenders
7480-SPLEF,2,Medium-Low Spenders
7636-XUHWW,0,Low Spenders
1431-CYWMH,0,Low Spenders
5937-EORGB,3,Medium-High Spenders
6349-JDHQP,2,Medium-Low Spenders
5539-HIVAK,0,Low Spenders
5847-MXBEO,0,Low Spenders
9985-MWVIX,3,Medium-High Spenders
4583-PARNH,3,Medium-High Spenders
1116-FRYVH,2,Medium-Low Spenders
1421-HCERK,3,Medium-High Spenders
9633-XQABV,3,Medium-High Spenders
0716-BQNDX,1,High Spenders
1265-XTECC,1,High Spenders
1183-CANVH,3,Medium-High Spenders
1972-XMUWV,2,Medium-Low Spenders
8679-LZBMD,1,High Spenders
3407-JMJQQ,1,High Spenders
6252-DFGTK,3,Medium-High Spenders
1539-LNKHM,0,Low Spenders
8645-KOMJQ,1,High Spenders
0289-IVARM,3,Medium-High Spenders
9761-XUJWD,3,Medium-High Spenders
4057-FKCZK,1,High Spenders
4291-TPNFG,1,High Spenders
6087-YPWHO,1,High Spenders
3090-QFUVD,0,Low Spenders
2237-ZFSMY,1,High Spenders
1722-LDZJS,2,Medium-Low Spenders
1818-ESQMW,3,Medium-High Spenders
4871-JTKJF,3,Medium-High Spenders
1415-YFWLT,3,Medium-High Spenders
7401-RUBNK,3,Medium-High Spenders
0506-YLVKJ,2,Medium-Low Spenders
8661-BOYNW,1,High Spenders
6711-VTNRE,3,Medium-High Spenders
4815-GBTCD,0,Low Spenders
2805-AUFQN,0,Low Spenders
0980-PVMRC,2,Medium-Low Spenders
7233-DRTRF,1,High Spenders
3500-RMZLT,3,Medium-High Spenders
3873-NFTGI,0,Low Spenders
1162-ECVII,1,High Spenders
7048-GXDAY,1,High Spenders
8571-ZCMCX,2,Medium-Low Spenders
1169-WCVAK,3,Medium-High Spenders
4548-SDBKE,3,Medium-High Spenders
8066-POXGX,0,Low Spenders
7129-CAKJW,3,Medium-High Spenders
8695-ARGXZ,3,Medium-High Spenders
3570-YUEKJ,2,Medium-Low Spenders
4143-OOBWZ,3,Medium-High Spenders
1555-HAPSU,2,Medium-Low Spenders
1697-NVVGY,3,Medium-High Spenders
7854-EKTJL,0,Low Spenders
8464-EETCQ,2,Medium-Low Spenders
2419-FSORS,1,High Spenders
8132-YPVBX,3,Medium-High Spenders
9102-IAYHT,3,Medium-High Spenders
6754-LZUKA,1,High Spenders
3422-LYEPQ,3,Medium-High Spenders
8099-MZPUJ,1,High Spenders
0787-LHDYT,0,Low Spenders
2642-DTVCO,3,Medium-High Spenders
0374-IOEGQ,0,Low Spenders
4361-JEIVL,0,Low Spenders
3197-NNYNB,1,High Spenders
3396-DKDEL,1,High Spenders
1752-OZXFY,2,Medium-Low Spenders
9066-QRSDU,2,Medium-Low Spenders
9112-WSNPU,3,Medium-High Spenders
9867-NNXLC,0,Low Spenders
5321-NTRKC,1,High Spenders
1363-TXLSL,3,Medium-High Spenders
9507-EXLTT,3,Medium-High Spenders
3161-GETRM,3,Medium-High Spenders
0402-OAMEN,2,Medium-Low Spenders
6933-VLYFX,3,Medium-High Spenders
6754-WKSHP,0,Low Spenders
9846-GKXAS,3,Medium-High Spenders
6017-PPLPX,3,Medium-High Spenders
4976-LNFVV,0,Low Spenders
5055-MGMGF,1,High Spenders
4641-FROLU,0,Low Spenders
2862-JVEOY,0,Low Spenders
2969-QWUBZ,0,Low Spenders
9822-BIIGN,1,High Spenders
2077-MPJQO,3,Medium-High Spenders
1534-OULXE,2,Medium-Low Spenders
7136-RVDTZ,2,Medium-Low Spenders
2971-SGAFL,3,Medium-High Spenders
1480-IVEVR,3,Medium-High Spenders
2905-KFQUV,3,Medium-High Spenders
4581-SSPWD,3,Medium-High Spenders
3370-HXOPH,3,Medium-High Spenders
9391-YZEJW,1,High Spenders
9958-MEKUC,1,High Spenders
0281-CNTZX,2,Medium-Low Spenders
6927-WTFIV,3,Medium-High Spenders
4118-CEVPF,1,High Spenders
3398-ZOUAA,3,Medium-High Spenders
9114-VEPUF,1,High Spenders
7876-BEUTG,0,Low Spenders
2338-BQEZT,2,Medium-Low Spenders
9873-MNDKV,0,Low Spenders
0378-NHQXU,3,Medium-High Spenders
8241-JUIQO,2,Medium-Low Spenders
2194-IIQOF,1,High Spenders
4512-ZUIYL,3,Medium-High Spenders
9631-RXVJM,2,Medium-Low Spenders
9584-EXCDZ,3,Medium-High Spenders
7969-AULMZ,3,Medium-High Spenders
5093-FEGLU,2,Medium-Low Spenders
2621-UDNLU,0,Low Spenders
7526-IVLYU,0,Low Spenders
2428-HYUNX,2,Medium-Low Spenders
9214-EKVXR,0,Low Spenders
3410-MHHUM,1,High Spenders
0568-ONFPC,0,Low Spenders
0733-VUNUW,3,Medium-High Spenders
4550-EVXNY,3,Medium-High Spenders
2122-YWVYA,3,Medium-High Spenders
2968-SSGAA,3,Medium-High Spenders
2296-DKZFP,1,High Spenders
4844-JJWUY,3,Medium-High Spenders
6777-TGHTM,1,High Spenders
8909-BOLNL,0,Low Spenders
6603-YRDCJ,3,Medium-High Spenders
3538-WZPHD,0,Low Spenders
3229-USWAR,3,Medium-High Spenders
2138-VFAPZ,0,Low Spenders
6131-JLWZM,0,Low Spenders
4785-QRJHC,2,Medium-Low Spenders
0269-XFESX,0,Low Spenders
1709-EJDOX,2,Medium-Low Spenders
4316-XCSLJ,0,Low Spenders
8610-WFCJF,1,High Spenders
9693-XMUOB,2,Medium-Low Spenders
0383-CLDDA,1,High Spenders
4905-JEFDW,0,Low Spenders
2709-UQGNP,0,Low Spenders
3549-ZTMNH,0,Low Spenders
7881-INRLC,1,High Spenders
8033-ATFAS,2,Medium-Low Spenders
1635-NZATJ,2,Medium-Low Spenders
0562-HKHML,2,Medium-Low Spenders
8277-RVRSV,0,Low Spenders
9943-VSZUV,1,High Spenders
0117-LFRMW,2,Medium-Low Spenders
6172-FECYY,1,High Spenders
7054-ENNGU,0,Low Spenders
1455-HFBXA,1,High Spenders
9402-CXWPL,1,High Spenders
1628-BIZYP,3,Medium-High Spenders
1965-AKTSX,3,Medium-High Spenders
0082-LDZUE,0,Low Spenders
4786-UKSNZ,0,Low Spenders
5343-SGUBI,1,High Spenders
0856-NAOES,3,Medium-High Spenders
1976-AZZPJ,0,Low Spenders
7248-VZQLC,1,High Spenders
6156-UZDLF,3,Medium-High Spenders
3099-OONVS,3,Medium-High Spenders
9500-WBGRP,2,Medium-Low Spenders
5183-KLYEM,1,High Spenders
5144-PQCDZ,0,Low Spenders
8514-VZHEB,2,Medium-Low Spenders
6625-IUTTT,1,High Spenders
9355-NPPFS,3,Medium-High Spenders
0068-FIGTF,3,Medium-High Spenders
5965-GGPRW,1,High Spenders
8035-PWSEV,3,Medium-High Spenders
2236-HILPA,2,Medium-Low Spenders
1840-BIUOG,3,Medium-High Spenders
1356-MKYSK,3,Medium-High Spenders
6080-LNESI,2,Medium-Low Spenders
1830-IPXVJ,2,Medium-Low Spenders
5828-DWPIL,1,High Spenders
8398-TBIYD,1,High Spenders
0011-IGKFF,3,Medium-High Spenders
4192-GORJT,3,Medium-High Spenders
6496-SLWHQ,3,Medium-High Spenders
9912-GVSEQ,3,Medium-High Spenders
2931-FSOHN,3,Medium-High Spenders
9418-RUKPH,2,Medium-Low Spenders
5383-MMTWC,3,Medium-High Spenders
9971-ZWPBF,1,High Spenders
4712-AUQZO,0,Low Spenders
9711-FJTBX,1,High Spenders
2908-ZTPNF,2,Medium-Low Spenders
7240-ETPTR,0,Low Spenders
2202-CUYXZ,3,Medium-High Spenders
5995-OIGLP,0,Low Spenders
8421-WZOOW,1,High Spenders
6261-RCVNS,3,Medium-High Spenders
7951-QKZPL,0,Low Spenders
1414-YADCW,1,High Spenders
8756-RDDLT,2,Medium-Low Spenders
2862-PFNIK,0,Low Spenders
5816-QVHRX,1,High Spenders
4430-YHXGG,0,Low Spenders
6888-SBYAI,0,Low Spenders
7395-XWZOY,3,Medium-High Spenders
7169-YWAMK,1,High Spenders
3640-PHQXK,3,Medium-High Spenders
6877-LGWXO,3,Medium-High Spenders
6859-RKMZJ,0,Low Spenders
2729-VNVAP,0,Low Spenders
2957-JIRMN,1,High Spenders
2049-BAFNW,0,Low Spenders
3842-QTGDL,3,Medium-High Spenders
7163-OCEQI,3,Medium-High Spenders
9782-LGXMC,2,Medium-Low Spenders
5975-BAICR,3,Medium-High Spenders
8019-ENHXU,1,High Spenders
5167-GBFRE,0,Low Spenders
9033-EOXWV,3,Medium-High Spenders
4673-KKSLS,3,Medium-High Spenders
4853-OITSN,3,Medium-High Spenders
9800-OUIGR,2,Medium-Low Spenders
1324-NLTJE,0,Low Spenders
2324-EFHVG,1,High Spenders
7094-MSZAO,0,Low Spenders
1522-VVDMG,3,Medium-High Spenders
6907-CQGPN,0,Low Spenders
0780-XNZFN,2,Medium-Low Spenders
0239-OXEXL,1,High Spenders
2675-IJRGJ,2,Medium-Low Spenders
7049-GKVZY,3,Medium-High Spenders
8577-QSOCG,2,Medium-Low Spenders
3721-CNZHX,0,Low Spenders
0212-ISBBF,0,Low Spenders
9185-TQCVP,3,Medium-High Spenders
3585-YNADK,1,High Spenders
5271-DBYSJ,3,Medium-High Spenders
1099-GODLO,0,Low Spenders
6828-HMKWP,0,Low Spenders
5567-WSELE,3,Medium-High Spenders
1472-TNCWL,1,High Spenders
8063-RJYNF,3,Medium-High Spenders
0687-ZVTHB,1,High Spenders
2080-GKCWQ,3,Medium-High Spenders
9661-ACXBS,1,High Spenders
2193-SFWQW,1,High Spenders
5656-JAMLX,2,Medium-Low Spenders
3462-BJQQA,3,Medium-High Spenders
0442-TDYUO,2,Medium-Low Spenders
6733-LRIZX,1,High Spenders
9503-XJUME,2,Medium-Low Spenders
4367-NHWMM,0,Low Spenders
3727-RJMEO,3,Medium-High Spenders
3779-OSWCF,1,High Spenders
6736-DHUQI,1,High Spenders
3915-ODIYG,1,High Spenders
1360-RCYRT,0,Low Spenders
2724-FJDYW,2,Medium-Low Spenders
4451-RWASJ,0,Low Spenders
6646-VRFOL,1,High Spenders
3460-TJBWI,0,Low Spenders
5917-HBSDW,2,Medium-Low Spenders
5685-IIXLY,3,Medium-High Spenders
5671-UUNXD,1,High Spenders
0956-ACVZC,1,High Spenders
2325-NBPZG,3,Medium-High Spenders
4250-ZBWLV,1,High Spenders
4482-FTFFX,0,Low Spenders
8859-DZTGQ,0,Low Spenders
0440-MOGPM,1,High Spenders
0020-JDNXP,3,Medium-High Spenders
3752-CQSJI,0,Low Spenders
5025-GOOKI,0,Low Spenders
4698-KVLLG,2,Medium-Low Spenders
5095-AESKG,3,Medium-High Spenders
2887-JPYLU,2,Medium-Low Spenders
4770-QAZXN,0,Low Spenders
4896-CPRPF,2,Medium-Low Spenders
1871-MOWRM,3,Medium-High Spenders
9714-EDSUC,3,Medium-High Spenders
2027-OAQQC,2,Medium-Low Spenders
0282-NVSJS,0,Low Spenders
9090-SGQXL,1,High Spenders
6595-YGXIT,3,Medium-High Spenders
7353-YOWFP,0,Low Spenders
9835-ZIITK,1,High Spenders
8008-ESFLK,1,High Spenders
7537-CBQUZ,1,High Spenders
1555-DJEQW,1,High Spenders
5649-TJHOV,0,Low Spenders
0519-XUZJU,3,Medium-High Spenders
3363-EWLGO,0,Low Spenders
4750-UKWJK,2,Medium-Low Spenders
6338-AVWCY,0,Low Spenders
1689-YQBYY,3,Medium-High Spenders
4487-ZYJZK,2,Medium-Low Spenders
2959-FENLU,3,Medium-High Spenders
0708-LGSMF,3,Medium-High Spenders
9253-QXKBE,3,Medium-High Spenders
7634-HLQJR,2,Medium-Low Spenders
0487-RPVUM,1,High Spenders
4079-ULGFR,0,Low Spenders
2516-XSJKX,3,Medium-High Spenders
0057-QBUQH,2,Medium-Low Spenders
9445-SZLCH,1,High Spenders
6599-SFQVE,0,Low Spenders
8331-ZXFOE,1,High Spenders
4003-FUSHP,3,Medium-High Spenders
0356-ERHVT,0,Low Spenders
7325-ENZFI,2,Medium-Low Spenders
4884-ZTHVF,3,Medium-High Spenders
3920-HIHMQ,0,Low Spenders
3055-OYMSE,1,High Spenders
0613-WUXUM,2,Medium-Low Spenders
7568-PODML,0,Low Spenders
4458-KVRBJ,2,Medium-Low Spenders
5349-IECLD,3,Medium-High Spenders
1397-XKKWR,0,Low Spenders
3945-GFWQL,0,Low Spenders
8097-OMULG,1,High Spenders
6013-BHCAW,1,High Spenders
0401-WDBXM,1,High Spenders
3387-PLKUI,0,Low Spenders
6096-EGVTU,2,Medium-Low Spenders
3797-VTIDR,0,Low Spenders
5081-NWSUP,3,Medium-High Spenders
2580-ATZSQ,1,High Spenders
8085-MSNLK,1,High Spenders
9691-HKOVS,1,High Spenders
9881-VCZEP,3,Medium-High Spenders
9526-BIHHD,0,Low Spenders
8757-TFHHJ,0,Low Spenders
4523-WXCEF,1,High Spenders
1468-DEFNC,2,Medium-Low Spenders
5119-KEPFY,1,High Spenders
8364-TRMMK,0,Low Spenders
0916-KNFAJ,1,High Spenders
8319-QBEHW,0,Low Spenders
3063-QFSZL,0,Low Spenders
8775-LHDJH,3,Medium-High Spenders
9625-QNLUX,1,High Spenders
3097-NQYSN,3,Medium-High Spenders
4024-CSNBY,1,High Spenders
7110-BDTWG,2,Medium-Low Spenders
7493-GVFIO,2,Medium-Low Spenders
0690-SRQID,0,Low Spenders
9605-WGJVW,3,Medium-High Spenders
9114-DPSIA,1,High Spenders
4700-UBQMV,3,Medium-High Spenders
7711-GQBZC,2,Medium-Low Spenders
3565-UNOCC,3,Medium-High Spenders
4627-MIHJH,1,High Spenders
9795-NREXC,1,High Spenders
8573-CGOCC,0,Low Spenders
7356-AYNJP,0,Low Spenders
9249-FXSCK,1,High Spenders
5493-SDRDQ,0,Low Spenders
6286-SUUWT,0,Low Spenders
4819-HJPIW,0,Low Spenders
8654-DHAOW,0,Low Spenders
5438-QMDDL,3,Medium-High Spenders
9812-GHVRI,1,High Spenders
5553-AOINX,1,High Spenders
1228-ZLNBX,3,Medium-High Spenders
4226-KKDON,3,Medium-High Spenders
3831-YCPUO,1,High Spenders
7445-WMRBW,1,High Spenders
3308-DGHKL,2,Medium-Low Spenders
9924-JPRMC,1,High Spenders
0080-EMYVY,0,Low Spenders
6218-KNUBD,3,Medium-High Spenders
7337-CINUD,0,Low Spenders
7609-NRNCA,0,Low Spenders
0623-EJQEG,1,High Spenders
7153-CHRBV,2,Medium-Low Spenders
0871-URUWO,3,Medium-High Spenders
9190-MFJLN,3,Medium-High Spenders
6198-PNNSZ,1,High Spenders
3317-VLGQT,3,Medium-High Spenders
4132-POCZS,2,Medium-Low Spenders
5614-DNZCE,1,High Spenders
1095-JUDTC,1,High Spenders
3896-RCYYE,2,Medium-Low Spenders
9638-JIQYA,0,Low Spenders
3258-SANFR,0,Low Spenders
3726-TBHQT,1,High Spenders
3190-ITQXP,2,Medium-Low Spenders
0870-VEMYL,0,Low Spenders
4833-QTJNO,1,High Spenders
3039-MJSLN,0,Low Spenders
0178-CIIKR,0,Low Spenders
5385-SUIRI,1,High Spenders
3982-XWFZQ,2,Medium-Low Spenders
5774-QPLTF,2,Medium-Low Spenders
2322-VCZHZ,3,Medium-High Spenders
5010-IPEAQ,2,Medium-Low Spenders
4009-ALQFH,3,Medium-High Spenders
6383-ZTSIW,1,High Spenders
